compound_id,canonical_flavor,flavor_group
10576,grape,fruity
12087,fruit,fruity
12087,apple,fruity
12087,banana,fruity
12087,pineapple,fruity
12486,earth,earthy
12486,fat,fatty
12486,honee,balsamic
13895,fat,fatty
20015,sweet,balsamic
20015,floral,floral
20015,rose,floral
20015,gardenia,floral
20015,green,green
19870,sweet,balsamic
19870,fruit,fruity
19870,citru,citrus
19870,cherre,fruity
19870,apple,fruity
18145,sweet,balsamic
18145,oile,fatty
18145,fruit,fruity
18145,green,green
18145,soape,soapy
18145,pineapple,fruity
14985,minte,minty
14985,vanilla,balsamic
10557,sweet,balsamic
10557,floral,floral
10557,strawberre,fruity
10557,jam,fruity
16303,sweet,balsamic
16303,clove,herbaceous
16303,floral,floral
16303,honee,balsamic
8884,sweet,balsamic
8884,fruit,fruity
18367,fruit,fruity
18367,green,green
18367,fat,fatty
18367,peach,fruity
16337,rum,wine_like
16337,fruit,fruity
16337,fat,fatty
8178,cranberre,fruity
8178,hazelnut,nutty
707,plastic,chemical
707,green,green
16572,floral,floral
16572,green,green
16572,fruit,fruity
16572,sweet,balsamic
16572,berre,fruity
16572,cherre,fruity
12877,green,green
12877,oile,fatty
20887,sulfur,chemical
12863,sweet,balsamic
12863,cream,fatty
12863,coconut,fruity
8863,vanilla,balsamic
21927,woode,woody
8530,rose,floral
10042,sweet,balsamic
10042,fruit,fruity
10042,green,green
10042,apricot,fruity
10042,peach,fruity
12555,sweet,balsamic
12555,balsam,balsamic
12555,floral,floral
12555,plastic,chemical
15786,sweet,balsamic
1369,sweet,balsamic
1369,alcohol,chemical
1369,green,green
21470,green,green
9369,green,green
9369,fruit,fruity
8201,fruit,fruity
8201,pineapple,fruity
8201,rum,wine_like
8227,fat,fatty
8227,cheese,fatty
8227,oile,fatty
8227,fruit,fruity
3232,balsam,balsamic
10952,nut,nutty
9836,spice,spicy
9836,floral,floral
8523,hazelnut,nutty
8128,muste,earthy
8128,nut,nutty
14327,sweet,balsamic
14327,citru,citrus
15977,earth,earthy
15977,woode,woody
15473,floral,floral
15473,woode,woody
2890,fat,fatty
2890,soape,soapy
2890,coconut,fruity
29819,fat,fatty
29819,green,green
29819,oile,fatty
29819,vegetable,vegetable
29819,cinnamon,balsamic
9849,sweet,balsamic
9185,sweet,balsamic
9185,fruit,fruity
9185,sour,fatty
3092,muste,earthy
3092,animal,animal
19935,muste,earthy
19935,woode,woody
19935,sweet,balsamic
19935,tobacco,tobacco
16863,oile,fatty
16863,earth,earthy
16863,mushroom,earthy
16863,cream,fatty
9274,spice,spicy
9274,fat,fatty
9872,sulfur,chemical
775,spice,spicy
8054,muste,earthy
8054,leafe,green
8054,violet,floral
8054,sweet,balsamic
8054,woode,woody
4396,green,green
16578,sweet,balsamic
16578,fruit,fruity
16578,pear,fruity
16578,oile,fatty
16578,violet,floral
20064,peanut,nutty
20064,meat,meaty
9803,meat,meaty
9820,fruit,fruity
16580,fruit,fruity
16580,mushroom,earthy
16580,butter,fatty
812,spice,spicy
812,clove,herbaceous
29870,woode,woody
12061,nut,nutty
9833,cherre,fruity
9833,clove,herbaceous
9390,green,green
9390,pear,fruity
9390,apple,fruity
10906,sweet,balsamic
10906,fruit,fruity
10906,pineapple,fruity
10906,balsam,balsamic
10933,nut,nutty
10933,meat,meaty
10933,vegetable,vegetable
8140,fruit,fruity
16958,rose,floral
16177,coumarin,spicy
16177,coconut,fruity
16965,cream,fatty
16965,green,green
19783,fruit,fruity
19783,green,green
19783,mango,fruity
1929,sweet,balsamic
1929,fruit,fruity
13475,sulfur,chemical
13475,horseradish,vegetable
13475,potato,vegetable
9484,geranium,floral
9484,fruit,fruity
9484,sweet,balsamic
9549,sulfur,chemical
8106,green,green
21924,sweet,balsamic
21924,floral,floral
10406,fruit,fruity
16750,green,green
16750,spice,spicy
16750,woode,woody
16750,carawae,herbaceous
16750,celere,vegetable
16750,sweet,balsamic
8119,fruit,fruity
10508,meat,meaty
10508,sweet,balsamic
10508,spice,spicy
10508,sulfur,chemical
8132,fruit,fruity
8132,banana,fruity
8202,fruit,fruity
8202,green,green
14721,sweet,balsamic
14721,nut,nutty
16160,meat,meaty
9188,lemon,citrus
9853,fruit,fruity
20203,sweet,balsamic
20203,spice,spicy
8059,green,green
8059,fat,fatty
8059,fruit,fruity
19992,citru,citrus
19992,floral,floral
19992,green,green
19992,leafe,green
19992,rose,floral
19992,violet,floral
9580,fruit,fruity
9580,spice,spicy
20149,meat,meaty
3230,sweet,balsamic
3230,green,green
3230,fruit,fruity
3230,apple,fruity
3230,pineapple,fruity
3230,nut,nutty
9658,fruit,fruity
9658,fat,fatty
9875,sweet,balsamic
9875,almond,nutty
9875,cherre,fruity
9875,woode,woody
14894,sweet,balsamic
14894,floral,floral
11633,corn,vegetable
11633,potato,vegetable
11633,nut,nutty
412,rose,floral
412,geranium,floral
412,fruit,fruity
29905,spice,spicy
29905,fruit,fruity
29905,mango,fruity
21100,meat,meaty
21100,bacon,meaty
21100,smoke,smoky
20207,nut,nutty
20207,almond,nutty
20207,vegetable,vegetable
3348,green,green
3348,melon,citrus
3348,pear,fruity
3348,earth,earthy
8109,sweet,balsamic
8892,sweet,balsamic
8892,balsam,balsamic
8917,pineapple,fruity
16314,green,green
15516,fat,fatty
15516,geranium,floral
15516,green,green
16740,cabbage,vegetable
16740,fruit,fruity
16740,pineapple,fruity
16740,cheese,fatty
11623,fruit,fruity
11623,green,green
9303,meat,meaty
9602,fat,fatty
9602,cream,fatty
9602,fruit,fruity
11797,woode,woody
11797,green,green
11797,grapefruit,fruity
11797,rose,floral
11797,apple,fruity
9655,green,green
8401,citru,citrus
8401,floral,floral
18365,sweet,balsamic
18365,peach,fruity
18365,fruit,fruity
18365,celere,vegetable
23795,floral,floral
23795,vanilla,balsamic
15024,meat,meaty
13726,floral,floral
13726,rose,floral
13726,geranium,floral
9839,oile,fatty
9839,green,green
14731,carawae,herbaceous
14731,woode,woody
20024,sweet,balsamic
20024,fruit,fruity
20024,pineapple,fruity
20024,green,green
12043,fat,fatty
3221,muste,earthy
3221,green,green
3221,nut,nutty
3221,caramel,balsamic
16840,green,green
16840,hyacinth,floral
29836,fruit,fruity
29836,fat,fatty
8085,green,green
8085,fruit,fruity
8085,apple,fruity
739,fruit,fruity
15974,woode,woody
15974,medicinal,medicinal
15974,citru,citrus
14476,woode,woody
14476,balsam,balsamic
11160,corn,vegetable
11160,nut,nutty
11160,sulfur,chemical
9553,sweet,balsamic
9553,fruit,fruity
9553,fat,fatty
14297,woode,woody
14297,floral,floral
14297,spice,spicy
14297,celere,vegetable
18756,fruit,fruity
18756,sweet,balsamic
18756,green,green
18756,oile,fatty
18756,pineapple,fruity
16849,sweet,balsamic
16849,green,green
16849,fruit,fruity
16849,rose,floral
8104,caramel,balsamic
6270,muste,earthy
3366,earth,earthy
3366,muste,earthy
13906,plastic,chemical
13906,honee,balsamic
9608,meat,meaty
17025,green,green
17025,cream,fatty
17025,vegetable,vegetable
17025,earth,earthy
9577,green,green
11621,meat,meaty
11621,spice,spicy
11191,corn,vegetable
11191,nut,nutty
9805,nut,nutty
9805,earth,earthy
9805,peanut,nutty
9805,muste,earthy
9805,vegetable,vegetable
11681,jam,fruity
11681,raspberre,fruity
3015,citru,citrus
8374,meat,meaty
13417,rose,floral
13417,floral,floral
10420,fruit,fruity
9777,spice,spicy
8783,sweet,balsamic
8493,carawae,herbaceous
8493,spice,spicy
3483,floral,floral
3483,fat,fatty
3483,orange,citrus
3483,muste,earthy
3483,mushroom,earthy
13727,nut,nutty
13727,walnut,nutty
17730,alcohol,chemical
11178,coconut,fruity
11178,oile,fatty
11178,fruit,fruity
29805,earth,earthy
29805,muste,earthy
14902,sweet,balsamic
14902,berre,fruity
14706,woode,woody
29921,floral,floral
17464,citru,citrus
17464,orange,citrus
13590,earth,earthy
13590,woode,woody
20029,nut,nutty
16173,muste,earthy
16173,mushroom,earthy
10961,nut,nutty
10961,woode,woody
10961,oile,fatty
21865,spice,spicy
3229,fruit,fruity
3229,nut,nutty
3229,berre,fruity
29842,fish,fishy
9574,muste,earthy
9574,fish,fishy
16910,cream,fatty
16158,green,green
16158,vegetable,vegetable
16158,earth,earthy
18001,fruit,fruity
18001,rose,floral
18001,orange,citrus
18001,cucumber,vegetable
14302,minte,minty
21336,sulfur,chemical
12058,sweet,balsamic
9318,hazelnut,nutty
9318,muste,earthy
9318,earth,earthy
9582,brande,wine_like
9582,green,green
9582,vegetable,vegetable
9582,fruit,fruity
3217,woode,woody
3217,sweet,balsamic
3217,green,green
3217,fruit,fruity
3217,muste,earthy
8241,green,green
8241,vegetable,vegetable
8241,fruit,fruity
16855,sweet,balsamic
16855,green,green
16855,fruit,fruity
11504,green,green
11504,vegetable,vegetable
8539,celere,vegetable
8539,green,green
10558,green,green
10558,floral,floral
10558,earth,earthy
10558,mushroom,earthy
20380,meat,meaty
11114,nut,nutty
11114,chocolate,balsamic
11114,peanut,nutty
11114,green,green
8540,green,green
8540,sweet,balsamic
8540,chocolate,balsamic
8540,fruit,fruity
10571,medicinal,medicinal
16167,green,green
16167,mushroom,earthy
16433,minte,minty
16433,green,green
16433,fruit,fruity
16433,berre,fruity
16433,peach,fruity
16166,muste,earthy
16166,sweet,balsamic
16166,earth,earthy
16868,sulfur,chemical
16868,nut,nutty
11776,meat,meaty
11776,tomato,vegetable
8552,animal,animal
8552,cedar,woody
8552,woode,woody
20383,sweet,balsamic
20383,floral,floral
20383,cherre,fruity
20383,berre,fruity
16600,meat,meaty
16600,spice,spicy
16600,vegetable,vegetable
17559,fruit,fruity
17559,floral,floral
17559,green,green
17559,berre,fruity
15073,fruit,fruity
15073,green,green
15073,pear,fruity
3365,nut,nutty
3365,sweet,balsamic
3384,fruit,fruity
9277,fruit,fruity
9277,citru,citrus
9277,grapefruit,fruity
17561,sweet,balsamic
17561,floral,floral
17561,fruit,fruity
17561,green,green
17561,peach,fruity
17561,apricot,fruity
17561,rose,floral
11420,sweet,balsamic
11420,balsam,balsamic
11420,spice,spicy
11420,cinnamon,balsamic
3438,cabbage,vegetable
16854,sweet,balsamic
16854,honee,balsamic
16854,floral,floral
16854,woode,woody
16854,green,green
16854,banana,fruity
16854,pineapple,fruity
9562,green,green
9562,fruit,fruity
9562,apple,fruity
9562,pear,fruity
9562,pineapple,fruity
16959,citru,citrus
16959,floral,floral
8738,plastic,chemical
8738,nut,nutty
16299,sweet,balsamic
16299,strawberre,fruity
16299,berre,fruity
13937,minte,minty
29846,fat,fatty
16843,animal,animal
16843,floral,floral
16843,lile,floral
16843,green,green
16843,fruit,fruity
9639,woode,woody
11130,sweet,balsamic
11130,balsam,balsamic
11130,almond,nutty
11130,caramel,balsamic
29906,spice,spicy
16176,earth,earthy
16176,mushroom,earthy
8739,nut,nutty
8739,cream,fatty
8739,muste,earthy
14518,floral,floral
14518,minte,minty
3360,sweet,balsamic
3360,caramel,balsamic
3360,cream,fatty
19925,fruit,fruity
15975,lime,citrus
735,vegetable,vegetable
17431,sweet,balsamic
17431,citru,citrus
17431,green,green
17431,celere,vegetable
17431,spice,spicy
17431,minte,minty
17431,woode,woody
12041,honee,balsamic
9807,sweet,balsamic
9807,nut,nutty
9807,honee,balsamic
8557,sulfur,chemical
8557,green,green
11933,sweet,balsamic
11933,cream,fatty
11933,caramel,balsamic
19932,fruit,fruity
19932,green,green
19932,apple,fruity
19932,pear,fruity
21233,sulfur,chemical
21233,muste,earthy
21233,fruit,fruity
21233,green,green
8170,fat,fatty
8170,muste,earthy
8170,cream,fatty
21469,sweet,balsamic
21469,floral,floral
21469,balsam,balsamic
21469,rose,floral
21469,woode,woody
10408,coconut,fruity
10408,cream,fatty
10143,meat,meaty
10143,nut,nutty
12647,sweet,balsamic
12647,floral,floral
12556,fruit,fruity
12556,almond,nutty
12556,sweet,balsamic
12556,coconut,fruity
17570,green,green
17570,oile,fatty
17570,fat,fatty
17570,cream,fatty
17570,fish,fishy
9309,citru,citrus
9309,lemon,citrus
21484,earth,earthy
21484,mushroom,earthy
21484,meat,meaty
10390,minte,minty
17573,fruit,fruity
17573,green,green
17573,fat,fatty
14493,floral,floral
14493,citru,citrus
10454,celere,vegetable
9799,fruit,fruity
9799,floral,floral
19140,green,green
19140,citru,citrus
19140,lavender,floral
19140,woode,woody
8718,meat,meaty
11663,fruit,fruity
21935,sweet,balsamic
29843,muste,earthy
11835,green,green
11835,fruit,fruity
17625,minte,minty
3053,fruit,fruity
16162,sweet,balsamic
16162,woode,woody
12816,cream,fatty
10555,sweet,balsamic
10555,coconut,fruity
10555,vanilla,balsamic
12015,fruit,fruity
16128,fat,fatty
29886,oile,fatty
964,nut,nutty
907,nut,nutty
907,meat,meaty
17257,sweet,balsamic
17257,fruit,fruity
17257,apple,fruity
17257,raspberre,fruity
17257,green,green
17257,banana,fruity
20009,green,green
20009,rose,floral
20009,geranium,floral
20009,fruit,fruity
3372,beef,meaty
15484,tobacco,tobacco
15484,sweet,balsamic
3369,floral,floral
3369,rose,floral
16862,floral,floral
16862,green,green
16862,sweet,balsamic
16862,pear,fruity
16862,apple,fruity
9561,fruit,fruity
9561,green,green
9561,cheese,fatty
9314,fruit,fruity
9314,caramel,balsamic
29916,oile,fatty
29916,fat,fatty
8179,earth,earthy
8179,vegetable,vegetable
14988,fruit,fruity
14988,floral,floral
29799,earth,earthy
29799,nut,nutty
8402,citru,citrus
8787,medicinal,medicinal
8787,sweet,balsamic
8787,floral,floral
16335,floral,floral
20136,sweet,balsamic
20136,woode,woody
15046,sweet,balsamic
15046,balsam,balsamic
9866,nut,nutty
15079,oile,fatty
15079,green,green
21479,melon,citrus
21479,sweet,balsamic
8869,vanilla,balsamic
12873,green,green
10040,banana,fruity
7822,woode,woody
9322,woode,woody
9322,lemon,citrus
9322,lime,citrus
15092,sweet,balsamic
15092,fruit,fruity
15092,muste,earthy
12437,oile,fatty
12437,cream,fatty
12437,green,green
12437,earth,earthy
12437,mushroom,earthy
13427,floral,floral
13427,rose,floral
8236,cheese,fatty
10450,vanilla,balsamic
21277,meat,meaty
21277,beef,meaty
21277,sulfur,chemical
10012,sweet,balsamic
11411,fruit,fruity
11411,green,green
11411,pear,fruity
11411,pineapple,fruity
9404,floral,floral
9404,fat,fatty
11410,apple,fruity
11410,fruit,fruity
3171,pineapple,fruity
8268,sweet,balsamic
8268,floral,floral
8268,balsam,balsamic
3313,fat,fatty
3313,citru,citrus
16829,sweet,balsamic
16829,green,green
16829,fruit,fruity
14943,citru,citrus
14943,floral,floral
14943,sweet,balsamic
14943,woode,woody
14943,green,green
9852,cream,fatty
9852,coconut,fruity
12241,green,green
12241,floral,floral
9296,vegetable,vegetable
9296,green,green
9296,fat,fatty
9570,green,green
9570,vegetable,vegetable
13317,fruit,fruity
13317,berre,fruity
15022,fruit,fruity
15022,spice,spicy
21276,muste,earthy
8225,fruit,fruity
8225,cheese,fatty
8225,oile,fatty
8225,fat,fatty
9304,fruit,fruity
9304,apple,fruity
14041,floral,floral
29875,fat,fatty
29875,earth,earthy
29875,green,green
29875,mushroom,earthy
11611,fat,fatty
11611,oile,fatty
11611,fruit,fruity
12396,sweet,balsamic
12396,woode,woody
12396,floral,floral
12396,carnation,floral
10589,sweet,balsamic
21915,apple,fruity
8321,green,green
8321,rose,floral
8321,geranium,floral
8072,almond,nutty
8072,nut,nutty
8072,caramel,balsamic
13458,fruit,fruity
13458,caramel,balsamic
1358,earth,earthy
1358,sweet,balsamic
1358,rose,floral
19076,fruit,fruity
19076,green,green
8411,balsam,balsamic
8411,woode,woody
8411,sweet,balsamic
8411,raspberre,fruity
8411,jam,fruity
29881,fruit,fruity
17560,green,green
17560,oile,fatty
17560,fat,fatty
17560,sweet,balsamic
17560,orange,citrus
10572,sweet,balsamic
10572,anise,balsamic
10572,fennel,herbaceous
8190,green,green
8190,pineapple,fruity
19426,horseradish,vegetable
19426,celere,vegetable
911,sulfur,chemical
9560,green,green
9560,oile,fatty
9645,sweet,balsamic
9645,spice,spicy
9645,floral,floral
9645,balsam,balsamic
8164,green,green
8164,vegetable,vegetable
16815,sweet,balsamic
16815,vanilla,balsamic
16815,cream,fatty
16815,fruit,fruity
16815,caramel,balsamic
16815,chocolate,balsamic
2897,soape,soapy
2897,citru,citrus
10565,green,green
10565,leafe,green
10565,muste,earthy
3014,green,green
3014,citru,citrus
3014,fruit,fruity
3014,orange,citrus
16187,alcohol,chemical
8246,sweet,balsamic
14856,citru,citrus
14856,soape,soapy
14856,woode,woody
14856,green,green
14856,violet,floral
2294,fruit,fruity
2294,sweet,balsamic
2294,green,green
15346,woode,woody
13768,minte,minty
16169,green,green
8295,sweet,balsamic
8295,rum,wine_like
8295,caramel,balsamic
9957,fruit,fruity
9957,green,green
20072,earth,earthy
16961,meat,meaty
17287,sweet,balsamic
17287,green,green
17287,melon,citrus
17287,fruit,fruity
17287,pear,fruity
865,medicinal,medicinal
865,woode,woody
865,caramel,balsamic
9583,floral,floral
9583,fruit,fruity
9583,green,green
9583,meat,meaty
3480,oile,fatty
3480,fat,fatty
3480,cream,fatty
3480,vegetable,vegetable
3480,green,green
19791,meat,meaty
19791,muste,earthy
19791,nut,nutty
2941,fat,fatty
16745,sweet,balsamic
16745,green,green
16745,vegetable,vegetable
10074,sulfur,chemical
10074,floral,floral
10074,meat,meaty
17575,green,green
17575,tomato,vegetable
17575,pear,fruity
17575,melon,citrus
17575,fennel,herbaceous
12549,pineapple,fruity
12549,fruit,fruity
2297,orange,citrus
2297,blossom,floral
2297,gardenia,floral
2297,woode,woody
3344,earth,earthy
3344,citru,citrus
3344,woode,woody
3344,spice,spicy
3344,minte,minty
8878,spice,spicy
21205,meat,meaty
21205,sulfur,chemical
10560,sweet,balsamic
10560,floral,floral
10560,sour,fatty
17243,woode,woody
17243,earth,earthy
17243,violet,floral
17243,raspberre,fruity
9181,balsam,balsamic
9181,spice,spicy
9181,fruit,fruity
857,spice,spicy
857,smoke,smoky
13741,citru,citrus
12030,sour,fatty
12030,fat,fatty
12030,citru,citrus
736,green,green
12413,fruit,fruity
12413,green,green
12413,oile,fatty
12413,earth,earthy
12413,cream,fatty
19913,sweet,balsamic
19913,green,green
19913,pear,fruity
19913,fruit,fruity
19913,melon,citrus
19913,vegetable,vegetable
15038,meat,meaty
15038,floral,floral
20026,sweet,balsamic
20026,fruit,fruity
20026,apple,fruity
20026,pineapple,fruity
20026,green,green
16845,animal,animal
16845,green,green
9030,woode,woody
9030,cedar,woody
8266,green,green
8266,hyacinth,floral
16331,earth,earthy
16331,rose,floral
16331,fat,fatty
16331,floral,floral
8063,green,green
8063,fruit,fruity
12376,medicinal,medicinal
8758,green,green
8758,citru,citrus
8758,geranium,floral
9483,fruit,fruity
9483,apple,fruity
9483,rose,floral
21242,sweet,balsamic
21242,spice,spicy
21242,fruit,fruity
21242,balsam,balsamic
21242,grape,fruity
17641,fruit,fruity
10917,vegetable,vegetable
10917,nut,nutty
15032,green,green
15032,muste,earthy
15032,nut,nutty
3245,sweet,balsamic
3245,green,green
3245,fruit,fruity
15059,sweet,balsamic
15059,vanilla,balsamic
15059,chocolate,balsamic
15059,cream,fatty
15769,floral,floral
15769,fruit,fruity
15769,earth,earthy
15769,woode,woody
13898,sweet,balsamic
13898,spice,spicy
13898,floral,floral
13898,citru,citrus
19457,sulfur,chemical
16239,sweet,balsamic
16239,geranium,floral
16239,floral,floral
16239,fruit,fruity
16239,apple,fruity
16239,brande,wine_like
10591,fruit,fruity
16296,sweet,balsamic
16296,spice,spicy
8069,green,green
8069,fat,fatty
8069,leafe,green
8069,fruit,fruity
3350,earth,earthy
3350,green,green
3350,oile,fatty
2988,fat,fatty
2988,rose,floral
2988,floral,floral
2988,green,green
29795,sweet,balsamic
29795,oile,fatty
29795,nut,nutty
14816,sweet,balsamic
14816,woode,woody
14816,balsam,balsamic
3409,sweet,balsamic
3409,maple,woody
3409,caramel,balsamic
3417,sweet,balsamic
3417,fruit,fruity
3417,banana,fruity
3417,cherre,fruity
3417,jam,fruity
19460,coconut,fruity
8404,sweet,balsamic
8404,caramel,balsamic
8404,jam,fruity
8404,strawberre,fruity
8342,sweet,balsamic
8342,nut,nutty
8342,caramel,balsamic
8879,sweet,balsamic
8879,medicinal,medicinal
8061,green,green
8061,vegetable,vegetable
8061,fat,fatty
16577,fruit,fruity
16577,oile,fatty
16577,apricot,fruity
16577,floral,floral
15278,sweet,balsamic
15278,brande,wine_like
15278,fruit,fruity
2289,lile,floral
2289,woode,woody
2289,rose,floral
2289,rum,wine_like
9809,fruit,fruity
9809,strawberre,fruity
9460,sweet,balsamic
9460,woode,woody
9460,fruit,fruity
16320,spice,spicy
11499,leafe,green
11499,fruit,fruity
21246,balsam,balsamic
21246,fruit,fruity
21246,grape,fruity
17251,fruit,fruity
17251,apple,fruity
17251,hazelnut,nutty
17251,citru,citrus
15054,fat,fatty
15054,citru,citrus
15054,melon,citrus
3304,rose,floral
3304,fat,fatty
15097,fruit,fruity
4978,nut,nutty
4978,hazelnut,nutty
963,balsam,balsamic
8176,strawberre,fruity
8176,woode,woody
8176,fruit,fruity
8176,jam,fruity
9290,tobacco,tobacco
2413,sweet,balsamic
2413,bacon,meaty
10901,vegetable,vegetable
10901,horseradish,vegetable
9946,fruit,fruity
14953,green,green
14953,fruit,fruity
14953,berre,fruity
14953,minte,minty
14953,sulfur,chemical
8757,lavender,floral
8757,lime,citrus
8757,citru,citrus
14469,minte,minty
21244,sweet,balsamic
21244,fruit,fruity
21244,almond,nutty
21244,spice,spicy
14533,minte,minty
19539,floral,floral
19539,grape,fruity
20948,meat,meaty
29855,fruit,fruity
7641,oile,fatty
7641,celere,vegetable
7641,woode,woody
10562,floral,floral
10562,rose,floral
8397,green,green
8397,citru,citrus
8397,fat,fatty
8561,sulfur,chemical
10402,green,green
10402,fruit,fruity
10402,apple,fruity
8108,coconut,fruity
8108,cream,fatty
8108,sweet,balsamic
8108,coumarin,spicy
12021,sweet,balsamic
12021,tobacco,tobacco
12021,woode,woody
18444,honee,balsamic
18444,rose,floral
18444,apple,fruity
10495,almond,nutty
8182,sweet,balsamic
8182,cinnamon,balsamic
8182,spice,spicy
12747,earth,earthy
12747,vegetable,vegetable
12747,sulfur,chemical
12747,horseradish,vegetable
20171,balsam,balsamic
20171,woode,woody
9637,balsam,balsamic
9637,woode,woody
14439,sweet,balsamic
14439,fennel,herbaceous
12451,sweet,balsamic
12451,fruit,fruity
8860,spice,spicy
8860,sweet,balsamic
16837,sweet,balsamic
16837,balsam,balsamic
16837,spice,spicy
16837,fruit,fruity
14633,medicinal,medicinal
14585,citru,citrus
12448,balsam,balsamic
12448,woode,woody
12448,sweet,balsamic
3303,green,green
3303,vegetable,vegetable
29907,spice,spicy
29907,earth,earthy
20382,sweet,balsamic
20382,fruit,fruity
20382,green,green
20382,pineapple,fruity
3355,green,green
3355,leafe,green
3355,cucumber,vegetable
12418,floral,floral
12418,rose,floral
12418,honee,balsamic
3419,minte,minty
8094,rum,wine_like
29816,earth,earthy
29816,muste,earthy
21918,nut,nutty
12446,bacon,meaty
12446,woode,woody
883,sulfur,chemical
883,cabbage,vegetable
883,potato,vegetable
883,vegetable,vegetable
17562,sweet,balsamic
17562,fruit,fruity
17562,raspberre,fruity
17562,strawberre,fruity
17562,green,green
10965,nut,nutty
10965,fish,fishy
10965,green,green
16144,spice,spicy
16144,cinnamon,balsamic
1453,woode,woody
3215,green,green
3215,floral,floral
3215,earth,earthy
12408,sweet,balsamic
12408,rose,floral
12408,mushroom,earthy
12408,floral,floral
9342,fruit,fruity
15272,sweet,balsamic
15272,fruit,fruity
15272,green,green
8789,woode,woody
3270,meat,meaty
3270,green,green
3270,vegetable,vegetable
19540,berre,fruity
19540,fruit,fruity
19540,grape,fruity
19540,plum,fruity
10443,nut,nutty
10443,fat,fatty
12624,fat,fatty
14369,sweet,balsamic
14369,earth,earthy
14369,woode,woody
21254,floral,floral
21254,almond,nutty
21254,fruit,fruity
21254,green,green
9656,fruit,fruity
9656,tobacco,tobacco
9656,melon,citrus
14419,citru,citrus
14419,woode,woody
14419,floral,floral
15028,floral,floral
15028,fruit,fruity
15028,melon,citrus
20624,sweet,balsamic
20624,vanilla,balsamic
20624,woode,woody
20624,tobacco,tobacco
20624,spice,spicy
16320,fat,fatty
3592,vegetable,vegetable
3592,tomato,vegetable
3592,green,green
16828,green,green
16828,floral,floral
16828,grape,fruity
8250,floral,floral
8250,sweet,balsamic
29880,woode,woody
29880,lime,citrus
20361,fruit,fruity
20361,rum,wine_like
20361,brande,wine_like
13795,sweet,balsamic
13795,floral,floral
13795,fruit,fruity
13795,citru,citrus
15023,fruit,fruity
16857,sweet,balsamic
11523,sweet,balsamic
11523,rose,floral
3418,fruit,fruity
3418,sweet,balsamic
21576,green,green
21576,woode,woody
20373,sweet,balsamic
20373,fruit,fruity
20373,muste,earthy
20373,balsam,balsamic
9067,sweet,balsamic
9067,woode,woody
12204,sweet,balsamic
12204,spice,spicy
12204,floral,floral
14918,minte,minty
21454,fruit,fruity
21454,berre,fruity
21454,woode,woody
21454,plum,fruity
701,soape,soapy
701,fat,fatty
16312,sweet,balsamic
16312,citru,citrus
16312,lemon,citrus
16312,orange,citrus
13597,floral,floral
13597,sweet,balsamic
13597,fruit,fruity
19946,floral,floral
19946,woode,woody
3370,fruit,fruity
3370,pineapple,fruity
1927,fruit,fruity
1927,green,green
1927,lavender,floral
8053,sweet,balsamic
8053,green,green
8053,floral,floral
8053,berre,fruity
17576,fruit,fruity
17576,green,green
17576,rum,wine_like
4531,woode,woody
16149,fruit,fruity
20057,fruit,fruity
20057,green,green
20057,earth,earthy
10902,spice,spicy
29541,muste,earthy
13901,spice,spicy
13901,green,green
9817,tobacco,tobacco
9817,meat,meaty
16147,spice,spicy
16147,cinnamon,balsamic
16147,floral,floral
19978,cream,fatty
19978,fruit,fruity
19978,mushroom,earthy
12884,sweet,balsamic
12884,floral,floral
12884,honee,balsamic
12884,hyacinth,floral
12884,cinnamon,balsamic
9388,fruit,fruity
3340,citru,citrus
3340,fat,fatty
15498,floral,floral
15498,oile,fatty
15064,sweet,balsamic
15064,vanilla,balsamic
15064,cream,fatty
15064,spice,spicy
8257,sweet,balsamic
8257,fruit,fruity
8257,plum,fruity
13713,woode,woody
20172,green,green
20172,fruit,fruity
20172,orange,citrus
14842,green,green
14842,grapefruit,fruity
8264,green,green
8264,sweet,balsamic
8264,earth,earthy
10077,floral,floral
10077,leafe,green
10077,hyacinth,floral
10077,green,green
10077,mushroom,earthy
10077,earth,earthy
10077,walnut,nutty
15268,fruit,fruity
15268,floral,floral
15268,apricot,fruity
15268,plum,fruity
10993,maple,woody
9955,citru,citrus
9955,green,green
9955,woode,woody
18366,fruit,fruity
8151,muste,earthy
8151,animal,animal
11916,sweet,balsamic
11916,vanilla,balsamic
11916,almond,nutty
14505,minte,minty
8238,green,green
16963,sweet,balsamic
16963,balsam,balsamic
16963,woode,woody
16860,honee,balsamic
16860,rose,floral
16860,muste,earthy
16860,mushroom,earthy
18362,coconut,fruity
17579,green,green
17579,apple,fruity
17579,pear,fruity
17579,banana,fruity
17579,grape,fruity
9792,sulfur,chemical
12395,green,green
12395,fennel,herbaceous
17546,woode,woody
17546,seede,seedy
29813,nut,nutty
19247,floral,floral
19247,muste,earthy
19247,green,green
822,plastic,chemical
822,woode,woody
822,sweet,balsamic
3905,woode,woody
3905,cedar,woody
3905,sweet,balsamic
19942,fruit,fruity
19942,green,green
19942,apricot,fruity
19942,pear,fruity
19942,banana,fruity
8793,earth,earthy
8793,green,green
8793,caramel,balsamic
3343,spice,spicy
3343,green,green
3343,woode,woody
3343,earth,earthy
14851,fruit,fruity
19512,fat,fatty
19512,oile,fatty
14099,sulfur,chemical
14099,meat,meaty
21170,nut,nutty
