compound_id,canonical_flavor,flavor_group
14632,woode,woody
29912,woode,woody
21997,floral,floral
21997,earth,earthy
21997,green,green
16971,meat,meaty
20080,sulfur,chemical
20080,meat,meaty
20080,mushroom,earthy
20080,earth,earthy
16408,sweet,balsamic
16408,fruit,fruity
16408,oile,fatty
20095,earth,earthy
15780,sweet,balsamic
15780,balsam,balsamic
15780,woode,woody
10041,fish,fishy
15029,woode,woody
15029,floral,floral
17372,woode,woody
8373,fat,fatty
8373,meat,meaty
10922,beef,meaty
16159,meat,meaty
15998,woode,woody
21243,fruit,fruity
19965,sulfur,chemical
19965,earth,earthy
19965,green,green
9335,fruit,fruity
9335,vanilla,balsamic
16838,sweet,balsamic
16838,balsam,balsamic
16838,fruit,fruity
8272,sweet,balsamic
8272,fat,fatty
8272,rose,floral
8272,cinnamon,balsamic
9459,spice,spicy
9459,caramel,balsamic
12879,fruit,fruity
16579,fruit,fruity
16579,green,green
16579,fat,fatty
19962,fruit,fruity
19962,fat,fatty
19962,cranberre,fruity
8177,fat,fatty
8177,fruit,fruity
2993,green,green
2993,fruit,fruity
2993,fat,fatty
2993,soape,soapy
9638,balsam,balsamic
9638,spice,spicy
9638,earth,earthy
9638,woode,woody
17583,green,green
17583,apple,fruity
17583,fruit,fruity
17583,pineapple,fruity
16957,sweet,balsamic
16957,soape,soapy
16957,fruit,fruity
16957,berre,fruity
3051,oile,fatty
3051,fat,fatty
7857,green,green
15364,woode,woody
16297,spice,spicy
15973,woode,woody
15973,sweet,balsamic
15973,citru,citrus
11847,sweet,balsamic
11847,woode,woody
3376,sulfur,chemical
3376,green,green
3376,spice,spicy
3376,mushroom,earthy
19253,fruit,fruity
19253,sweet,balsamic
19253,apricot,fruity
856,fruit,fruity
11669,sweet,balsamic
11669,floral,floral
11669,wintergreen,green
10545,almond,nutty
10044,pear,fruity
16153,green,green
16153,nut,nutty
16153,earth,earthy
19884,peach,fruity
19884,fruit,fruity
19884,coconut,fruity
19884,oile,fatty
12550,sweet,balsamic
12550,fruit,fruity
12550,banana,fruity
12550,woode,woody
12160,lemon,citrus
12160,sweet,balsamic
12160,floral,floral
12160,fruit,fruity
12160,green,green
8258,sweet,balsamic
8258,honee,balsamic
8258,nut,nutty
21412,sweet,balsamic
21412,floral,floral
20366,balsam,balsamic
20366,fruit,fruity
20366,floral,floral
20366,green,green
16003,sweet,balsamic
16003,fruit,fruity
16003,minte,minty
15483,fruit,fruity
15483,floral,floral
15483,berre,fruity
15483,plum,fruity
15483,honee,balsamic
15483,rose,floral
15483,tobacco,tobacco
8382,sulfur,chemical
8382,vegetable,vegetable
8382,nut,nutty
8382,potato,vegetable
8558,tomato,vegetable
14945,sweet,balsamic
14945,floral,floral
14945,lavender,floral
19477,fruit,fruity
19477,cheese,fatty
19477,honee,balsamic
20014,sweet,balsamic
20014,balsam,balsamic
20014,floral,floral
20014,fruit,fruity
21353,fruit,fruity
21353,berre,fruity
10421,grapefruit,fruity
10421,citru,citrus
10421,floral,floral
15304,balsam,balsamic
13581,woode,woody
13581,floral,floral
17698,spice,spicy
17698,carnation,floral
17698,sweet,balsamic
17698,vanilla,balsamic
16179,muste,earthy
16179,chocolate,balsamic
16179,vegetable,vegetable
19930,fruit,fruity
19930,berre,fruity
19930,pineapple,fruity
15080,fruit,fruity
15080,green,green
15080,muste,earthy
21994,floral,floral
21994,green,green
21994,citru,citrus
21994,woode,woody
16816,vanilla,balsamic
8754,balsam,balsamic
8754,rose,floral
8754,geranium,floral
373,sweet,balsamic
373,banana,fruity
373,fruit,fruity
373,balsam,balsamic
13624,fruit,fruity
13624,rose,floral
8711,sweet,balsamic
8711,cream,fatty
8711,vanilla,balsamic
18011,floral,floral
18011,fruit,fruity
18011,rose,floral
3052,floral,floral
9779,minte,minty
16846,floral,floral
16846,sweet,balsamic
16846,nut,nutty
16846,vanilla,balsamic
11857,muste,earthy
11857,tobacco,tobacco
11857,earth,earthy
14898,citru,citrus
14898,green,green
3140,rose,floral
3140,citru,citrus
3140,soape,soapy
3140,fat,fatty
3087,celere,vegetable
14515,woode,woody
2921,green,green
2921,pepper,pepper
477,sweet,balsamic
477,woode,woody
477,floral,floral
29824,fruit,fruity
29824,green,green
29824,floral,floral
29824,hyacinth,floral
3212,cheese,fatty
3212,cabbage,vegetable
17582,green,green
17582,apple,fruity
17582,fruit,fruity
17582,pear,fruity
1081,fruit,fruity
1081,green,green
1081,watermelon,fruity
1081,pear,fruity
8547,tomato,vegetable
8547,earth,earthy
8547,vegetable,vegetable
9840,fat,fatty
9840,green,green
9840,citru,citrus
14961,minte,minty
14961,green,green
8281,muste,earthy
12412,spice,spicy
12412,clove,herbaceous
2931,fruit,fruity
2931,green,green
2931,leafe,green
14642,minte,minty
9326,citru,citrus
9326,earth,earthy
9326,woode,woody
16148,fruit,fruity
9511,peach,fruity
9511,coconut,fruity
9511,oile,fatty
8409,floral,floral
8409,sweet,balsamic
8409,green,green
8409,melon,citrus
1326,fruit,fruity
1326,sweet,balsamic
1326,apple,fruity
1326,pineapple,fruity
10582,fish,fishy
11682,fat,fatty
8050,butter,fatty
8050,oile,fatty
9794,meat,meaty
12698,sweet,balsamic
12698,floral,floral
12698,fruit,fruity
17548,muste,earthy
17548,woode,woody
9569,green,green
15775,green,green
15775,tobacco,tobacco
15775,woode,woody
15775,spice,spicy
16848,orange,citrus
16848,earth,earthy
16848,honee,balsamic
13471,earth,earthy
12113,green,green
8135,sweet,balsamic
8135,fruit,fruity
8135,nut,nutty
8135,almond,nutty
8135,cherre,fruity
17263,sweet,balsamic
17263,fruit,fruity
13881,muste,earthy
13881,nut,nutty
13881,coconut,fruity
13881,coumarin,spicy
3279,fruit,fruity
17407,spice,spicy
17407,balsam,balsamic
17407,plastic,chemical
29930,woode,woody
3379,muste,earthy
8263,floral,floral
8263,rose,floral
8263,lemon,citrus
29827,fat,fatty
29827,fruit,fruity
29827,green,green
3256,citru,citrus
3256,floral,floral
3256,oile,fatty
3256,sweet,balsamic
10530,sweet,balsamic
10530,vanilla,balsamic
10530,cream,fatty
10530,balsam,balsamic
9271,green,green
9271,citru,citrus
8078,sweet,balsamic
29815,earth,earthy
19887,melon,citrus
21560,potato,vegetable
21560,green,green
21560,vegetable,vegetable
8396,cream,fatty
8396,sweet,balsamic
8396,oile,fatty
9635,sweet,balsamic
9635,fruit,fruity
8527,cream,fatty
8527,fat,fatty
18462,sweet,balsamic
10136,balsam,balsamic
10136,fruit,fruity
10136,chocolate,balsamic
15040,fruit,fruity
15040,floral,floral
15040,raspberre,fruity
15040,plum,fruity
15040,gardenia,floral
1329,fruit,fruity
11162,muste,earthy
11162,corn,vegetable
11162,cheese,fatty
11947,fish,fishy
11947,oile,fatty
11947,fruit,fruity
16151,earth,earthy
16151,potato,vegetable
16151,peanut,nutty
9912,minte,minty
12872,fruit,fruity
12872,green,green
12872,sweet,balsamic
12872,floral,floral
15098,fruit,fruity
15098,berre,fruity
15098,apple,fruity
9611,coumarin,spicy
9611,nut,nutty
9611,vanilla,balsamic
17635,sulfur,chemical
17635,muste,earthy
17635,fruit,fruity
17635,vegetable,vegetable
10379,fruit,fruity
10379,citru,citrus
14940,green,green
14940,spice,spicy
13871,spice,spicy
13871,leafe,green
9364,meat,meaty
10411,woode,woody
12167,oile,fatty
12757,vegetable,vegetable
12757,sweet,balsamic
12757,tomato,vegetable
8229,fruit,fruity
13097,green,green
13097,fruit,fruity
13097,apple,fruity
13097,banana,fruity
17574,fruit,fruity
17574,floral,floral
16330,melon,citrus
8062,oile,fatty
8062,fat,fatty
8062,green,green
8062,cream,fatty
15081,fruit,fruity
15081,fat,fatty
9870,fat,fatty
9870,green,green
16183,green,green
16183,cabbage,vegetable
16183,vegetable,vegetable
16183,sulfur,chemical
8087,fruit,fruity
8087,sweet,balsamic
13470,earth,earthy
13470,muste,earthy
29923,balsam,balsamic
21330,green,green
20882,sweet,balsamic
20882,tobacco,tobacco
20882,fruit,fruity
718,sweet,balsamic
718,muste,earthy
718,nut,nutty
718,earth,earthy
718,corn,vegetable
19929,sweet,balsamic
19929,fruit,fruity
19929,rum,wine_like
19929,fat,fatty
3430,rose,floral
3430,raspberre,fruity
3430,plastic,chemical
3430,green,green
29911,woode,woody
29911,spice,spicy
9552,oile,fatty
9552,green,green
9552,tomato,vegetable
9552,spice,spicy
8410,floral,floral
8410,oile,fatty
8410,green,green
16232,rose,floral
16232,woode,woody
16232,spice,spicy
16232,green,green
16232,fat,fatty
20362,cream,fatty
20362,green,green
18209,green,green
18209,violet,floral
18209,mushroom,earthy
18209,earth,earthy
8134,nut,nutty
8134,fruit,fruity
13271,fruit,fruity
13271,pear,fruity
8081,sweet,balsamic
8081,fruit,fruity
8081,rum,wine_like
10566,green,green
10566,floral,floral
10566,rose,floral
21565,horseradish,vegetable
3254,green,green
3254,alcohol,chemical
3254,rose,floral
13796,rose,floral
13796,green,green
1522,woode,woody
4817,floral,floral
4817,fruit,fruity
12882,sweet,balsamic
12882,fruit,fruity
12882,rum,wine_like
12882,apricot,fruity
12000,sweet,balsamic
12000,cinnamon,balsamic
12000,oile,fatty
12000,woode,woody
29826,nut,nutty
11802,sweet,balsamic
11802,fat,fatty
9793,floral,floral
9793,grapefruit,fruity
16136,chocolate,balsamic
16136,nut,nutty
17578,green,green
17578,fruit,fruity
17578,apple,fruity
17578,banana,fruity
17578,pineapple,fruity
15036,sulfur,chemical
15036,smoke,smoky
15036,vegetable,vegetable
19144,sulfur,chemical
9851,sweet,balsamic
9851,orange,citrus
16172,sulfur,chemical
16172,meat,meaty
16172,cabbage,vegetable
9548,sulfur,chemical
9548,vegetable,vegetable
19463,meat,meaty
19463,fat,fatty
17455,woode,woody
1136,smoke,smoky
1136,woode,woody
1136,sweet,balsamic
1136,caramel,balsamic
9371,fruit,fruity
11710,vegetable,vegetable
11710,fruit,fruity
20388,sweet,balsamic
15514,orange,citrus
15514,sweet,balsamic
15514,citru,citrus
15514,fat,fatty
15514,green,green
19451,pineapple,fruity
8048,sulfur,chemical
8551,green,green
8551,rose,floral
8551,lile,floral
8551,violet,floral
14900,raspberre,fruity
8082,sweet,balsamic
8082,almond,nutty
8082,fruit,fruity
8082,green,green
8082,leafe,green
8082,apple,fruity
8082,plum,fruity
8082,vegetable,vegetable
10422,sweet,balsamic
10422,citru,citrus
8395,fruit,fruity
8395,peach,fruity
8395,cream,fatty
8395,fat,fatty
8395,coconut,fruity
8405,floral,floral
8405,green,green
16141,floral,floral
15531,meat,meaty
15531,fish,fishy
965,green,green
965,pepper,pepper
965,fat,fatty
965,spice,spicy
965,celere,vegetable
965,carawae,herbaceous
18432,floral,floral
18432,fruit,fruity
18432,pear,fruity
29809,sulfur,chemical
29809,meat,meaty
9559,muste,earthy
9559,green,green
9559,sweet,balsamic
9559,almond,nutty
9559,nut,nutty
16184,fruit,fruity
16184,floral,floral
15572,fruit,fruity
15572,minte,minty
29838,fat,fatty
12169,sulfur,chemical
19764,nut,nutty
19764,meat,meaty
19764,earth,earthy
12447,sweet,balsamic
8724,spice,spicy
8724,woode,woody
20204,sweet,balsamic
20204,honee,balsamic
20204,almond,nutty
20204,green,green
9066,woode,woody
9412,earth,earthy
9412,muste,earthy
14802,citru,citrus
14802,gardenia,floral
14802,woode,woody
8204,sour,fatty
8204,cheese,fatty
3209,meat,meaty
8096,earth,earthy
8096,sweet,balsamic
3364,sweet,balsamic
3364,green,green
3364,fruit,fruity
3364,berre,fruity
29883,floral,floral
8895,sulfur,chemical
3025,coconut,fruity
3025,cream,fatty
3025,fat,fatty
13596,fruit,fruity
13596,cherre,fruity
13596,peach,fruity
19458,sweet,balsamic
19458,caramel,balsamic
11409,fruit,fruity
9182,fruit,fruity
9182,apple,fruity
9182,strawberre,fruity
11118,nut,nutty
11118,green,green
11118,vegetable,vegetable
11118,tomato,vegetable
18448,rose,floral
18448,fruit,fruity
18448,floral,floral
8529,celere,vegetable
8529,maple,woody
17580,green,green
17580,pear,fruity
17580,apple,fruity
17580,fruit,fruity
17580,leafe,green
19920,meat,meaty
1413,woode,woody
11934,fruit,fruity
14949,floral,floral
14949,rose,floral
14949,soape,soapy
14949,citru,citrus
14949,pear,fruity
18397,green,green
16298,woode,woody
16298,earth,earthy
8224,sweet,balsamic
8224,fruit,fruity
8224,cream,fatty
8224,butter,fatty
8046,earth,earthy
8046,green,green
10036,sulfur,chemical
10036,fat,fatty
10036,vegetable,vegetable
13071,rose,floral
13071,green,green
13071,leafe,green
13071,sweet,balsamic
13071,balsam,balsamic
13588,fruit,fruity
13588,berre,fruity
13588,woode,woody
13588,violet,floral
14846,citru,citrus
14846,gardenia,floral
14846,green,green
2870,sweet,balsamic
2870,cherre,fruity
2870,fruit,fruity
2870,almond,nutty
2870,vanilla,balsamic
21478,green,green
21478,violet,floral
21478,melon,citrus
968,fruit,fruity
968,apple,fruity
10590,sweet,balsamic
8536,sweet,balsamic
8536,woode,woody
19748,potato,vegetable
19748,earth,earthy
19748,pepper,pepper
19748,nut,nutty
16833,fruit,fruity
9880,floral,floral
18754,green,green
18754,fruit,fruity
18754,apple,fruity
18754,spice,spicy
10158,sweet,balsamic
10158,citru,citrus
10158,floral,floral
10158,spice,spicy
21916,sulfur,chemical
20168,rose,floral
20168,green,green
20168,hyacinth,floral
14583,earth,earthy
18755,green,green
18755,fruit,fruity
8076,coconut,fruity
8076,tobacco,tobacco
10968,nut,nutty
9563,sweet,balsamic
9563,fruit,fruity
9563,pineapple,fruity
12552,fruit,fruity
12552,raspberre,fruity
12552,pear,fruity
21472,earth,earthy
21472,green,green
21926,woode,woody
21926,floral,floral
22008,floral,floral
3277,sweet,balsamic
3277,fruit,fruity
2957,cucumber,vegetable
2957,fat,fatty
2957,banana,fruity
19069,fruit,fruity
19069,floral,floral
2922,fruit,fruity
2922,green,green
2922,floral,floral
2922,violet,floral
13615,sweet,balsamic
13615,honee,balsamic
13615,balsam,balsamic
13615,chocolate,balsamic
13615,animal,animal
8283,alcohol,chemical
8283,muste,earthy
8283,woode,woody
16131,fruit,fruity
16131,berre,fruity
16131,plum,fruity
16830,orange,citrus
16830,blossom,floral
8152,caramel,balsamic
8152,cherre,fruity
12201,wintergreen,green
12201,almond,nutty
12201,floral,floral
20001,sweet,balsamic
20001,fruit,fruity
17244,sweet,balsamic
17244,berre,fruity
17244,raspberre,fruity
17244,violet,floral
17244,jam,fruity
17244,woode,woody
13315,fruit,fruity
13315,berre,fruity
19749,vegetable,vegetable
16836,balsam,balsamic
16836,fruit,fruity
16836,berre,fruity
16836,strawberre,fruity
16836,peach,fruity
1291,sweet,balsamic
1291,citru,citrus
2992,fruit,fruity
29833,lime,citrus
29833,floral,floral
875,sulfur,chemical
875,meat,meaty
875,woode,woody
875,cream,fatty
1121,fat,fatty
1121,oile,fatty
9409,green,green
3091,cream,fatty
3091,fat,fatty
15332,green,green
15332,nut,nutty
11937,fruit,fruity
11937,cream,fatty
12055,balsam,balsamic
12055,sweet,balsamic
15975,oile,fatty
15975,woode,woody
15975,lemon,citrus
9644,fat,fatty
9644,fruit,fruity
3079,fat,fatty
20206,sweet,balsamic
20206,fruit,fruity
20206,brande,wine_like
15515,oile,fatty
15515,cucumber,vegetable
15515,melon,citrus
15515,citru,citrus
14342,floral,floral
14342,berre,fruity
14342,violet,floral
14342,woode,woody
11197,almond,nutty
16853,sweet,balsamic
16853,fruit,fruity
16853,berre,fruity
16853,earth,earthy
16853,floral,floral
9313,fruit,fruity
9313,brande,wine_like
9392,rum,wine_like
9392,fruit,fruity
9392,green,green
9392,sweet,balsamic
14850,sage,herbaceous
14850,fruit,fruity
14850,floral,floral
3010,rose,floral
13802,spice,spicy
19882,citru,citrus
19882,soape,soapy
16152,green,green
11616,green,green
11616,vegetable,vegetable
8092,green,green
8092,vegetable,vegetable
8092,oile,fatty
10424,fish,fishy
13461,fish,fishy
20542,earth,earthy
20542,floral,floral
20542,sweet,balsamic
20542,woode,woody
10378,citru,citrus
10378,green,green
10378,pepper,pepper
416,floral,floral
416,rose,floral
416,citru,citrus
416,fruit,fruity
29860,earth,earthy
11117,tobacco,tobacco
19976,pineapple,fruity
12771,sweet,balsamic
12771,citru,citrus
12771,floral,floral
803,sulfur,chemical
803,horseradish,vegetable
10955,sweet,balsamic
10955,fruit,fruity
16878,sweet,balsamic
16878,fat,fatty
16878,coconut,fruity
10875,sweet,balsamic
10875,fruit,fruity
10875,spice,spicy
10875,balsam,balsamic
9515,fat,fatty
8349,fat,fatty
8349,green,green
8349,cucumber,vegetable
14360,rose,floral
19977,sweet,balsamic
19977,green,green
19977,rum,wine_like
19977,fruit,fruity
19977,berre,fruity
9758,sweet,balsamic
9758,strawberre,fruity
9758,fruit,fruity
9758,berre,fruity
9838,fruit,fruity
9838,green,green
9838,leafe,green
8254,sweet,balsamic
8254,fruit,fruity
8254,floral,floral
8254,balsam,balsamic
20164,spice,spicy
20164,balsam,balsamic
20164,fruit,fruity
21564,corn,vegetable
15989,fruit,fruity
12561,muste,earthy
12561,sweet,balsamic
12561,caramel,balsamic
15772,sweet,balsamic
15772,floral,floral
15772,violet,floral
15772,balsam,balsamic
15772,woode,woody
8740,balsam,balsamic
14981,minte,minty
15072,sweet,balsamic
15072,caramel,balsamic
15072,green,green
15072,walnut,nutty
15072,oile,fatty
14573,orange,citrus
19452,pineapple,fruity
15323,floral,floral
14925,floral,floral
13534,woode,woody
3177,sulfur,chemical
17577,green,green
17577,fruit,fruity
17577,apple,fruity
17577,pear,fruity
16318,floral,floral
16318,green,green
16318,lile,floral
31207,alcohol,chemical
11059,sweet,balsamic
31194,cheese,fatty
31067,grape,fruity
11154,green,green
4926,pepper,pepper
4926,mushroom,earthy
6024,butter,fatty
4430,sweet,balsamic
6330,citru,citrus
3994,lemon,citrus
4574,walnut,nutty
7151,green,green
4122,green,green
12584,cucumber,vegetable
11676,watermelon,fruity
13720,carawae,herbaceous
3834,fennel,herbaceous
31263,honee,balsamic
12299,sweet,balsamic
14705,citru,citrus
14705,green,green
14706,green,green
5388,anise,balsamic
19971,sweet,balsamic
13413,rose,floral
4597,green,green
30905,green,green
30905,sweet,balsamic
3014,sweet,balsamic
14705,sweet,balsamic
12864,peach,fruity
15518,pear,fruity
14895,sweet,balsamic
15778,peach,fruity
416,apple,fruity
4804,sweet,balsamic
15735,sweet,balsamic
15737,sweet,balsamic
14356,sweet,balsamic
